dataset,pred_len,mse,mae,model_id,seed,trainable_parameters,epochs_recorded,train_seconds,log_path,activation,alpha,armor_cycle,armor_dropout,armor_lr_scale,armor_scale,batch_size,c_out,channel_independence,checkpoints,class_strategy,compile,d_ff,d_layers,d_model,data,data_path,dec_in,des,devices,distil,do_predict,dropout,e_layers,efficient_training,embed,enc_in,exp_name,factor,features,fix_seed,freq,geomattn_dropout,gpu,inverse,is_training,itr,kernel_size,l1_weight,label_len,learning_rate,loss,lradj,m,model,moving_avg,n_heads,num_workers,output_attention,partial_start_index,patience,pct_start,requires_grad,root_path,seq_len,target,target_data_path,target_root_path,train_epochs,use_amp,use_embedding_armor,use_gpu,use_multi_gpu,use_norm,use_xlinear_gate,weight_decay,wv,x_channel_ff,x_gate_dropout,x_temporal_ff
ETTh2,96,0.28063854575157166,0.3403978943824768,ETTh2_EGridExpanded_p96_as1.25_alr0.5_ad0.0,2025,19280,10,22.935839891433716,logs/grid_e_etth2_expanded/ETTh2_p96_as1.25_alr0.5_ad0.0.log,gelu,0.1,24,0.0,0.5,1.25,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28064897656440735,0.3392818868160248,ETTh2_p96_x2_geoarmor_37,2025,19280,10,117.87650346755981,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_geoarmor_37.log,gelu,0.05,24,0.2,1.4,0.85,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2806665003299713,0.3399102985858917,ETTh2_p96_alr1.4,2025,19280,10,48.55587816238403,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_alr1.4.log,gelu,0.1,24,0.2,1.4,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2806665003299713,0.3399102985858917,ETTh2_EGridExpanded_p96_as0.75_alr1.4_ad0.2,2025,19280,10,22.9116952419281,logs/grid_e_etth2_expanded/ETTh2_p96_as0.75_alr1.4_ad0.2.log,gelu,0.1,24,0.2,1.4,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.280676007270813,0.3398135006427765,ETTh2_p96_x2_fusion_104,2025,21360,5,56.11541533470154,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_fusion_104.log,gelu,0.05,24,0.1,2.5,0.85,256,7,False,./checkpoints/,projection,False,64,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.25,0,False,1,1,,0.0001,0,0.0063,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.005,bior3.1,,,
ETTh2,96,0.28071025013923645,0.3394123911857605,ETTh2_p96_arch14,2025,94288,5,25.478559017181396,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_arch14.log,gelu,0.1,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,96,1,96,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28072795271873474,0.3382326662540436,ETTh2_EGridExpanded_p96_as0.75_alr1.0_ad0.05,2025,19280,6,14.599813461303711,logs/grid_e_etth2_expanded/ETTh2_p96_as0.75_alr1.0_ad0.05.log,gelu,0.1,24,0.05,1.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2807464897632599,0.3396221697330475,ETTh2_p96_as0.5,2025,19280,10,48.27943801879883,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_as0.5.log,gelu,0.1,24,0.2,2.0,0.5,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2807464897632599,0.3396221697330475,ETTh2_EGridExpanded_p96_as0.5_alr2.0_ad0.2,2025,19280,10,23.10595178604126,logs/grid_e_etth2_expanded/ETTh2_p96_as0.5_alr2.0_ad0.2.log,gelu,0.1,24,0.2,2.0,0.5,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2807820737361908,0.3384968936443329,ETTh2_p96_x2_multiscale_58,2025,19224,7,48.71585297584534,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_multiscale_58.log,gelu,0.1,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.35,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,db1,,,
ETTh2,96,0.28080621361732483,0.340047687292099,ETTh2_EGridExpanded_p96_as0.5_alr0.5_ad0.1,2025,19280,10,23.30901527404785,logs/grid_e_etth2_expanded/ETTh2_p96_as0.5_alr0.5_ad0.1.log,gelu,0.1,24,0.1,0.5,0.5,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28081077337265015,0.3397531807422638,ETTh2_p96_x2_regularization_83,2025,19280,10,119.77431273460388,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_regularization_83.log,gelu,0.1,24,0.05,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0001,0,0.006,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.0,bior3.1,,,
ETTh2,96,0.2808704078197479,0.3401769697666168,ETTh2_p96_alr0.5,2025,19280,10,48.39014768600464,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_alr0.5.log,gelu,0.1,24,0.2,0.5,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2808704078197479,0.3401769697666168,ETTh2_EGridExpanded_p96_as0.75_alr0.5_ad0.2,2025,19280,10,22.618375062942505,logs/grid_e_etth2_expanded/ETTh2_p96_as0.75_alr0.5_ad0.2.log,gelu,0.1,24,0.2,0.5,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2808799147605896,0.33967307209968567,ETTh2_p96_x2_fusion_100,2025,21360,5,56.934558391571045,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_fusion_100.log,gelu,0.05,24,0.1,2.5,0.85,256,7,False,./checkpoints/,projection,False,64,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.25,0,False,1,1,,0.0001,0,0.0054,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.005,bior3.1,,,
ETTh2,96,0.2808877229690552,0.340779185295105,ETTh2_EGridExpanded_p96_as1.0_alr1.0_ad0.2,2025,19280,10,23.629048109054565,logs/grid_e_etth2_expanded/ETTh2_p96_as1.0_alr1.0_ad0.2.log,gelu,0.1,24,0.2,1.0,1.0,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2809094488620758,0.33993083238601685,ETTh2_p96_alpha0.45,2025,19280,10,51.30039978027344,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_alpha0.45.log,gelu,0.45,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28094226121902466,0.3379633128643036,ETTh2_p96_x2_archlr_11,2025,21360,6,70.15994095802307,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_archlr_11.log,gelu,0.1,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,64,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.0063,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2809542417526245,0.33977624773979187,ETTh2_p96_x2_fusion_103,2025,21360,5,61.07252216339111,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_fusion_103.log,gelu,0.05,24,0.1,2.5,0.55,256,7,False,./checkpoints/,projection,False,64,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.25,0,False,1,1,,0.0001,0,0.0063,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.005,bior3.1,,,
ETTh2,96,0.28097110986709595,0.3397711515426636,ETTh2_p96_x2_fusion_102,2025,21360,5,61.099570751190186,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_fusion_102.log,gelu,0.15,24,0.1,2.5,0.85,256,7,False,./checkpoints/,projection,False,64,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.25,0,False,1,1,,0.0001,0,0.0054,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.005,bior3.1,,,
ETTh2,96,0.2810506224632263,0.3406997323036194,ETTh2_EGridExpanded_p96_as0.75_alr1.0_ad0.0,2025,19280,10,23.178059101104736,logs/grid_e_etth2_expanded/ETTh2_p96_as0.75_alr1.0_ad0.0.log,gelu,0.1,24,0.0,1.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2810913622379303,0.3403572738170624,ETTh2_p96_lr0.0051,2025,19280,10,44.432164907455444,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_lr0.0051.log,gelu,0.1,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.0051,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2810947597026825,0.33963415026664734,ETTh2_p96_x2_geoarmor_33,2025,19280,9,105.62591862678528,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_geoarmor_33.log,gelu,0.05,24,0.2,1.4,0.35,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28113535046577454,0.3414572477340698,ETTh2_EGridExpanded_p96_as1.0_alr2.0_ad0.0,2025,19280,10,23.033571004867554,logs/grid_e_etth2_expanded/ETTh2_p96_as1.0_alr2.0_ad0.0.log,gelu,0.1,24,0.0,2.0,1.0,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.281154602766037,0.3398763835430145,ETTh2_EGridExpanded_p96_as0.5_alr1.4_ad0.2,2025,19280,10,22.554405450820923,logs/grid_e_etth2_expanded/ETTh2_p96_as0.5_alr1.4_ad0.2.log,gelu,0.1,24,0.2,1.4,0.5,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28117260336875916,0.3388512134552002,ETTh2_p96_x2_archlr_19,2025,38080,7,84.65360808372498,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_archlr_19.log,gelu,0.1,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,96,1,48,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.0063,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28118446469306946,0.33923855423927307,ETTh2_p96_x2_regularization_95,2025,19280,10,122.48565721511841,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_regularization_95.log,gelu,0.1,24,0.15,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0001,0,0.006,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.0,bior3.1,,,
ETTh2,96,0.28118792176246643,0.3397580683231354,ETTh2_p96_x2_fusion_105,2025,21360,5,63.554014921188354,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_fusion_105.log,gelu,0.15,24,0.1,2.5,0.55,256,7,False,./checkpoints/,projection,False,64,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.25,0,False,1,1,,0.0001,0,0.0063,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.005,bior3.1,,,
ETTh2,96,0.2811923623085022,0.33825600147247314,ETTh2_p96_lr0.0084,2025,19280,7,32.95035982131958,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_lr0.0084.log,gelu,0.1,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.0084,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28119930624961853,0.3408259451389313,ETTh2_p96_as2.0,2025,19280,10,47.046345949172974,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_as2.0.log,gelu,0.1,24,0.2,2.0,2.0,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2812342047691345,0.3404768109321594,ETTh2_p96_alr0.8,2025,19280,10,45.83621597290039,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_alr0.8.log,gelu,0.1,24,0.2,0.8,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.2812342047691345,0.3404768109321594,ETTh2_EGridExpanded_p96_as0.75_alr0.8_ad0.2,2025,19280,10,23.49107003211975,logs/grid_e_etth2_expanded/ETTh2_p96_as0.75_alr0.8_ad0.2.log,gelu,0.1,24,0.2,0.8,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28128087520599365,0.3414417803287506,ETTh2_p96_x2_archlr_7,2025,20320,6,112.60862374305725,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_archlr_7.log,gelu,0.1,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,48,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.0063,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28146788477897644,0.3403642177581787,ETTh2_p96_x2_regularization_87,2025,19280,10,118.43035912513733,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_regularization_87.log,gelu,0.1,24,0.1,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0,0,0.006,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.0,bior3.1,,,
ETTh2,96,0.28149890899658203,0.3395651578903198,ETTh2_p96_x2_fusion_99,2025,21360,5,61.045161485672,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_fusion_99.log,gelu,0.05,24,0.1,2.5,0.55,256,7,False,./checkpoints/,projection,False,64,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.25,0,False,1,1,,0.0001,0,0.0054,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.005,bior3.1,,,
ETTh2,96,0.28150996565818787,0.3395949900150299,ETTh2_p96_x2_regularization_96,2025,19280,10,109.54157996177673,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_regularization_96.log,gelu,0.1,24,0.15,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0001,0,0.006,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.005,bior3.1,,,
ETTh2,96,0.28156402707099915,0.34063759446144104,ETTh2_EGridExpanded_p96_as0.75_alr0.5_ad0.0,2025,19280,10,22.842957973480225,logs/grid_e_etth2_expanded/ETTh2_p96_as0.75_alr0.5_ad0.0.log,gelu,0.1,24,0.0,0.5,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,EGridExpanded,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.006,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28156861662864685,0.34034353494644165,ETTh2_p96_lr0.0042,2025,19280,10,46.493786096572876,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_lr0.0042.log,gelu,0.1,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,32,ETTh2,ETTh2.csv,7,ESimpleTMGridETT2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.0042,MSE,TST,1,SimpleTM,25,8,10,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
ETTh2,96,0.28157082200050354,0.34063538908958435,ETTh2_p96_x2_archlr_1,2025,13752,9,148.63067626953125,logs/esimpletm_grid_expanded_ETTh2/ETTh2_p96_x2_archlr_1.log,gelu,0.1,24,0.2,2.0,0.75,256,7,False,./checkpoints/,projection,False,32,1,24,ETTh2,ETTh2.csv,7,ESimpleTMGridETTh2AppendV2,"0,1,2,3",True,False,0.1,1,False,timeF,7,MTSF,1,M,2025,h,0.5,0,False,1,1,,0.0005,0,0.0048,MSE,TST,3,SimpleTM,25,8,2,False,0,3,0.2,True,./dataset/ETT-small/,96,OT,electricity.csv,./data/electricity/,10,False,1,True,False,1,,0.01,bior3.1,,,
